population_size,selection_ratio,mean_F,std_F,mean_time_s,feasible_pct
50,0.3,1.8231149771652693,0.002931624002920318,2.467320000005808,100.0
50,0.5,1.8253053671176842,0.006015969056906207,2.5170566666686987,100.0
50,0.7,1.8434022243061612,0.005605704318644564,2.362509566669663,100.0
100,0.3,1.8219099034411028,0.007865634568746827,2.4557389333397928,100.0
100,0.5,1.8179492944496711,0.002255553491208587,2.4027567000011913,100.0
100,0.7,1.8265261360908527,0.00042167138242803556,2.3118685666656043,100.0
200,0.3,1.821368563739306,0.004038718613703825,2.216132066663704,100.0
200,0.5,1.820213891804558,0.005003783081483497,2.234032600002441,100.0
200,0.7,1.8287564606936357,0.007828276006160408,2.3142275999998674,100.0
