population_size,selection_ratio,mean_F,std_F,mean_time_s,feasible_pct
50,0.3,1.1212271236114828,0.0014676825447458412,2.8714807333405283,100.0
50,0.5,1.120964131212066,0.001133290261314485,4.9983588999991,100.0
50,0.7,1.134499048656749,0.008147082719364162,7.719762333334074,100.0
100,0.3,1.119498904301575,0.007353059062644252,7.613489566671585,100.0
100,0.5,1.115356424775219,0.0006746067571886051,8.076613466667672,100.0
100,0.7,1.1168655895901345,0.0007132275796491128,3.8832360333375013,100.0
200,0.3,1.129908855185578,0.0174992951410438,2.4276454000015897,100.0
200,0.5,1.1135782769584779,0.0037100771340492977,2.276978833329243,100.0
200,0.7,1.1165587576152787,0.0028679230437623454,2.237791000001986,100.0
