param,value,best,average,worst,std_dev,feasible
population_size,20,1.11440967914666,1.1317618476413804,1.1448074430243178,0.011187642037903088,5
population_size,50,1.1116716219713982,1.1210543989409618,1.1288882937081253,0.007122430197365421,5
population_size,100,1.108865304028222,1.1211750352871344,1.1289541328104162,0.008938491266283679,5
crossover_prob,0.6,1.1204464245005212,1.1223848159491039,1.1251001602016162,0.0017285968560604163,5
crossover_prob,0.7,1.1089859817804122,1.1149061623407552,1.1296226206293094,0.008454215696124381,5
crossover_prob,0.8,1.108865304028222,1.1211750352871344,1.1289541328104162,0.008938491266283679,5
crossover_prob,0.9,1.1107890847621225,1.1134032679830075,1.121081280872275,0.004391611605137395,5
crossover_prob,1.0,1.108427119402998,1.1096862559348228,1.1116369893848588,0.001197671199184646,5
