param,value,best,average,worst,std_dev,feasible
population_size,50,1.1183326232188162,1.1198933225617407,1.123577702082285,0.002181850998512984,5
population_size,100,1.109347626641636,1.110631916435519,1.114018366003079,0.0019532360124187766,5
population_size,200,1.1106797558706338,1.1150946139510054,1.126945014691793,0.0068491610074585514,5
selection_ratio,0.2,1.1085008566701018,1.1102364239008953,1.1136132870984377,0.001969144277636626,5
selection_ratio,0.3,1.1089602446431954,1.1142708719243337,1.122373031836775,0.006966432437491761,5
selection_ratio,0.5,1.109347626641636,1.110631916435519,1.114018366003079,0.0019532360124187766,5
selection_ratio,0.7,1.1090553945652672,1.1112996910481165,1.114146140190767,0.0020184010726097988,5
