population_size,selection_ratio,mean_F,std_F,mean_time_s,feasible_pct
50,0.3,0.9729003687806738,0.005151105114010026,5.997074366668433,100.0
50,0.5,0.9717727189824682,0.0007799237484506402,4.7121777333377395,100.0
50,0.7,0.9918170695606446,0.008318012941593596,2.3944268666624944,100.0
100,0.3,0.9658867108194644,0.0019604770580808396,2.492291666664338,100.0
100,0.5,0.9697205357617176,0.005852241039278452,2.120078633330801,100.0
100,0.7,0.971021638178407,0.007991517859553297,2.140717299999475,100.0
200,0.3,0.9672145728686237,0.0017214469955523037,2.2111382000002777,100.0
200,0.5,0.9754835775367271,0.005699566709480901,2.116551499998119,100.0
200,0.7,0.9730238353178752,0.0032318320364784804,2.122201166668674,100.0
